"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"CHM00056187","WENJIANG, CH","2008-04-17","0.00",,"67","75","62"
"CHM00056187","WENJIANG, CH","2008-04-18","0.74",,"63","68","59"
"CHM00056187","WENJIANG, CH","2008-04-19","0.04",,"69","81","61"
"CHM00056187","WENJIANG, CH","2008-04-20","0.01",,"68","75","64"
"CHM00056187","WENJIANG, CH","2008-04-21","0.31",,"62","72","55"
"CHM00056187","WENJIANG, CH","2008-04-22","0.02",,"59","68","54"
"CHM00056187","WENJIANG, CH","2008-04-23","0.00",,"60","70","53"
"CHM00056187","WENJIANG, CH","2008-04-24","0.00",,"62","71","54"
"CHM00056187","WENJIANG, CH","2008-04-25","0.00",,"63","77","49"
"CHM00056187","WENJIANG, CH","2008-04-26","0.04",,"63","69","60"
"CHM00056187","WENJIANG, CH","2008-04-27","0.01",,"67","77","59"
"CHM00056187","WENJIANG, CH","2008-04-28","0.00",,"68","78","56"
"CHM00056187","WENJIANG, CH","2008-04-29","0.00",,"70","81","60"
"CHM00056187","WENJIANG, CH","2008-04-30","0.00",,"71","85","58"
"CHM00056187","WENJIANG, CH","2008-05-01","0.00",,"72","86","61"
"CHM00056187","WENJIANG, CH","2008-05-02","0.00",,"72","80","68"
"CHM00056187","WENJIANG, CH","2008-05-03","0.11",,"69","76","65"
"CHM00056187","WENJIANG, CH","2008-05-04","0.05",,"68","76","61"
"CHM00056187","WENJIANG, CH","2008-05-05","0.00",,"69","83","58"
"CHM00056187","WENJIANG, CH","2008-05-06","0.00",,"71","83","59"
"CHM00056187","WENJIANG, CH","2008-05-07","0.00",,"72","76","70"
"CHM00056187","WENJIANG, CH","2008-05-08","0.00",,"72","81","66"
"CHM00056187","WENJIANG, CH","2008-05-09","0.54",,"68","78","62"
"CHM00056187","WENJIANG, CH","2008-05-10","0.00",,"73","83","64"
"CHM00056187","WENJIANG, CH","2008-05-11","0.00",,"72","84","60"
"CHM00056187","WENJIANG, CH","2008-05-12","0.00",,"71","83","60"
"CHM00056187","WENJIANG, CH","2008-05-13","0.70",,"63","73","60"
"CHM00056187","WENJIANG, CH","2008-05-14","0.98",,"66","77","60"
"CHM00056187","WENJIANG, CH","2008-05-15","0.00",,"68","79","60"
"CHM00056187","WENJIANG, CH","2008-05-16","0.00",,"73","83","64"
"CHM00056187","WENJIANG, CH","2008-05-17","0.00",,"74","82","67"
"CHM00056187","WENJIANG, CH","2008-05-18","0.06",,"76","87","66"
"CHM00056187","WENJIANG, CH","2008-05-19","0.00",,"76","86","69"
"CHM00056187","WENJIANG, CH","2008-05-20","0.00",,"72","80","63"
"CHM00056187","WENJIANG, CH","2008-05-21","0.19",,"69","76","63"
"CHM00056187","WENJIANG, CH","2008-05-22","0.11",,"69","77","64"
"CHM00056187","WENJIANG, CH","2008-05-23","0.00",,"72","82","63"
"CHM00056187","WENJIANG, CH","2008-05-24","0.00",,"75","82","65"
"CHM00056187","WENJIANG, CH","2008-05-25","0.00",,"75","78","71"
"CHM00056187","WENJIANG, CH","2008-05-26","0.00",,"76","86","67"
"CHM00056187","WENJIANG, CH","2008-05-27","0.00",,"79","88","73"
"CHM00056187","WENJIANG, CH","2008-05-28","0.00",,"78","87","71"
"CHM00056187","WENJIANG, CH","2008-05-29","0.01",,"71","79","67"
"CHM00056187","WENJIANG, CH","2008-05-30","0.00",,"73","86","66"
"CHM00056187","WENJIANG, CH","2008-05-31","0.00",,"73","81","66"
"CHM00056187","WENJIANG, CH","2008-06-01","0.00",,"76","87","67"
"CHM00056187","WENJIANG, CH","2008-06-02","0.00",,"78","88","69"
"CHM00056187","WENJIANG, CH","2008-06-03","0.00",,"79","90","65"
"CHM00056187","WENJIANG, CH","2008-06-04","0.00",,"81","91","69"
"CHM00056187","WENJIANG, CH","2008-06-05","0.00",,"81","93","67"
"CHM00056187","WENJIANG, CH","2008-06-06","0.08",,"78","87","72"
"CHM00056187","WENJIANG, CH","2008-06-07","0.38",,"68","78","63"
"CHM00056187","WENJIANG, CH","2008-06-08","0.00",,"74","84","67"
"CHM00056187","WENJIANG, CH","2008-06-09","0.10",,"76","86","67"
"CHM00056187","WENJIANG, CH","2008-06-10","0.00",,"77","86","69"
"CHM00056187","WENJIANG, CH","2008-06-11","1.66",,"76","82","69"
"CHM00056187","WENJIANG, CH","2008-06-12","0.00",,"78","84","72"
"CHM00056187","WENJIANG, CH","2008-06-13","0.00",,"79","87","71"
"CHM00056187","WENJIANG, CH","2008-06-14","1.43",,"69","84","66"
"CHM00056187","WENJIANG, CH","2008-06-15","0.08",,"72","80","66"
"CHM00056187","WENJIANG, CH","2008-06-16","0.00",,"72","80","66"
"CHM00056187","WENJIANG, CH","2008-06-17","0.00",,"75","82","67"
"CHM00056187","WENJIANG, CH","2008-06-18","0.00",,"73","79","71"
"CHM00056187","WENJIANG, CH","2008-06-19","0.33",,"74","83","69"
"CHM00056187","WENJIANG, CH","2008-06-20","0.23",,"73","78","69"
"CHM00056187","WENJIANG, CH","2008-06-21","0.00",,"75","81","72"
"CHM00056187","WENJIANG, CH","2008-06-22","0.03",,"74","76","72"
"CHM00056187","WENJIANG, CH","2008-06-23","0.00",,"78","92","68"
"CHM00056187","WENJIANG, CH","2008-06-24","0.00",,"78","87","70"
"CHM00056187","WENJIANG, CH","2008-06-25","0.00",,"80","88","70"
"CHM00056187","WENJIANG, CH","2008-06-26","0.00",,"78","87","74"
"CHM00056187","WENJIANG, CH","2008-06-27","0.00",,"78","90","66"
"CHM00056187","WENJIANG, CH","2008-06-28","0.00",,"79","90","68"
"CHM00056187","WENJIANG, CH","2008-06-29","0.00",,"79","87","72"
"CHM00056187","WENJIANG, CH","2008-06-30","0.56",,"72","81","70"
"CHM00056187","WENJIANG, CH","2008-07-01","0.09",,"78","87","68"
"CHM00056187","WENJIANG, CH","2008-07-02","0.00",,"76","83","72"
"CHM00056187","WENJIANG, CH","2008-07-03","0.00",,"77","81","74"
"CHM00056187","WENJIANG, CH","2008-07-04","0.04",,"73","78","69"
"CHM00056187","WENJIANG, CH","2008-07-05","0.01",,"79","89","71"
"CHM00056187","WENJIANG, CH","2008-07-06","0.00",,"79","92","67"
"CHM00056187","WENJIANG, CH","2008-07-07","0.00",,"81","91","67"
"CHM00056187","WENJIANG, CH","2008-07-08","0.00",,"81","92","71"
"CHM00056187","WENJIANG, CH","2008-07-09","0.28",,"79","90","72"
"CHM00056187","WENJIANG, CH","2008-07-10","0.00",,"81","92","73"
"CHM00056187","WENJIANG, CH","2008-07-11","0.85",,"78","88","72"
"CHM00056187","WENJIANG, CH","2008-07-12","0.00",,"77","86","71"
"CHM00056187","WENJIANG, CH","2008-07-13","0.00",,"77","84","74"
"CHM00056187","WENJIANG, CH","2008-07-14","2.17",,"73","79","70"
"CHM00056187","WENJIANG, CH","2008-07-15","1.47",,"70","76","66"
"CHM00056187","WENJIANG, CH","2008-07-16","0.00",,"74","86","67"
"CHM00056187","WENJIANG, CH","2008-07-17","0.05",,"75","79","72"
"CHM00056187","WENJIANG, CH","2008-07-18","0.00",,"78","89","68"
"CHM00056187","WENJIANG, CH","2008-07-19","0.04",,"80","90","74"
"CHM00056187","WENJIANG, CH","2008-07-20","0.97",,"79","87","75"
"CHM00056187","WENJIANG, CH","2008-07-21","0.03",,"77","85","73"
"CHM00056187","WENJIANG, CH","2008-07-22","0.01",,"81","92","69"
"CHM00056187","WENJIANG, CH","2008-07-23","0.00",,"83","92","74"
"CHM00056187","WENJIANG, CH","2008-07-24","0.02",,"78","87","77"
"CHM00056187","WENJIANG, CH","2008-07-25","2.23",,"79","88","73"
"CHM00056187","WENJIANG, CH","2008-07-26","0.18",,"80","87","74"
"CHM00056187","WENJIANG, CH","2008-07-27","0.00",,"81","89","76"
"CHM00056187","WENJIANG, CH","2008-07-28","0.00",,"80","86","76"
"CHM00056187","WENJIANG, CH","2008-07-29","0.84",,"79","88","73"
"CHM00056187","WENJIANG, CH","2008-07-30","0.00",,"80","90","71"
"CHM00056187","WENJIANG, CH","2008-07-31","0.00",,"80","89","75"
"CHM00056187","WENJIANG, CH","2008-08-01","0.73",,"76","84","71"
"CHM00056187","WENJIANG, CH","2008-08-02","0.00",,"76","85","71"
"CHM00056187","WENJIANG, CH","2008-08-03","0.00",,"78","87","73"
"CHM00056187","WENJIANG, CH","2008-08-04","0.00",,"79","88","73"
"CHM00056187","WENJIANG, CH","2008-08-05","0.00",,"77","88","71"
"CHM00056187","WENJIANG, CH","2008-08-06","1.52",,"73","78","71"
"CHM00056187","WENJIANG, CH","2008-08-07","0.91",,"77","90","71"
"CHM00056187","WENJIANG, CH","2008-08-08","0.03",,"77","83","74"
"CHM00056187","WENJIANG, CH","2008-08-09","0.20",,"72","82","68"
"CHM00056187","WENJIANG, CH","2008-08-10","0.00",,"74","79","69"
"CHM00056187","WENJIANG, CH","2008-08-11","0.00",,"75","83","70"
"CHM00056187","WENJIANG, CH","2008-08-12","0.29",,"72","80","68"
"CHM00056187","WENJIANG, CH","2008-08-13","0.00",,"74","82","71"
"CHM00056187","WENJIANG, CH","2008-08-14","0.36",,"73","77","70"
"CHM00056187","WENJIANG, CH","2008-08-15","0.00",,"74","80","70"
"CHM00056187","WENJIANG, CH","2008-08-16","0.02",,"77","88","68"
"CHM00056187","WENJIANG, CH","2008-08-17","0.00",,"79","89","70"
"CHM00056187","WENJIANG, CH","2008-08-18","0.00",,"79","87","74"
"CHM00056187","WENJIANG, CH","2008-08-19","0.41",,"78","85","72"
"CHM00056187","WENJIANG, CH","2008-08-20","0.02",,"80","88","76"
"CHM00056187","WENJIANG, CH","2008-08-21","0.35",,"74","81","69"
"CHM00056187","WENJIANG, CH","2008-08-22","0.00",,"77","88","69"
"CHM00056187","WENJIANG, CH","2008-08-23","0.00",,"78","87","72"
"CHM00056187","WENJIANG, CH","2008-08-24","0.61",,"72","79","69"
"CHM00056187","WENJIANG, CH","2008-08-25","0.00",,"74","84","68"
"CHM00056187","WENJIANG, CH","2008-08-26","0.02",,"73","78","70"
"CHM00056187","WENJIANG, CH","2008-08-27","0.02",,"74","80","70"
"CHM00056187","WENJIANG, CH","2008-08-28","0.12",,"72","76","68"
"CHM00056187","WENJIANG, CH","2008-08-29","0.17",,"74","84","68"
"CHM00056187","WENJIANG, CH","2008-08-30","0.02",,"74","86","68"
"CHM00056187","WENJIANG, CH","2008-08-31","0.00",,"74","85","67"
"CHM00056187","WENJIANG, CH","2008-09-01","0.00",,"74","85","63"
"CHM00056187","WENJIANG, CH","2008-09-02","0.00",,"72","80","68"
"CHM00056187","WENJIANG, CH","2008-09-03","0.02",,"72","81","67"
"CHM00056187","WENJIANG, CH","2008-09-04","0.00",,"74","87","65"
"CHM00056187","WENJIANG, CH","2008-09-05","0.00",,"74","85","65"
"CHM00056187","WENJIANG, CH","2008-09-06","0.00",,"75","82","71"
"CHM00056187","WENJIANG, CH","2008-09-07","0.42",,"70","75","69"
"CHM00056187","WENJIANG, CH","2008-09-08","0.69",,"70","73","68"
"CHM00056187","WENJIANG, CH","2008-09-09","0.46",,"73","80","69"
"CHM00056187","WENJIANG, CH","2008-09-10","0.00",,"70","79","66"
"CHM00056187","WENJIANG, CH","2008-09-11","0.00",,"73","83","64"
"CHM00056187","WENJIANG, CH","2008-09-12","0.00",,"73","81","68"
"CHM00056187","WENJIANG, CH","2008-09-13","0.03",,"74","81","69"
"CHM00056187","WENJIANG, CH","2008-09-14","0.00",,"71","79","67"
"CHM00056187","WENJIANG, CH","2008-09-15","0.00",,"72","80","67"
"CHM00056187","WENJIANG, CH","2008-09-16","0.00",,"71","73","69"
"CHM00056187","WENJIANG, CH","2008-09-17","0.11",,"71","81","67"
"CHM00056187","WENJIANG, CH","2008-09-18","0.00",,"72","84","64"
"CHM00056187","WENJIANG, CH","2008-09-19","0.00",,"74","81","70"
"CHM00056187","WENJIANG, CH","2008-09-20","0.00",,"76","84","69"
"CHM00056187","WENJIANG, CH","2008-09-21","0.00",,"78","87","72"
"CHM00056187","WENJIANG, CH","2008-09-22","0.00",,"81","91","76"
"CHM00056187","WENJIANG, CH","2008-09-23","3.24",,"75","84","69"
"CHM00056187","WENJIANG, CH","2008-09-24","1.65",,"73","77","71"
"CHM00056187","WENJIANG, CH","2008-09-25","0.06",,"75","83","71"
"CHM00056187","WENJIANG, CH","2008-09-26","3.06",,"66","75","65"
"CHM00056187","WENJIANG, CH","2008-09-27","0.31",,"63","66","60"
"CHM00056187","WENJIANG, CH","2008-09-28","0.48",,"62","66","60"
"CHM00056187","WENJIANG, CH","2008-09-29","0.00",,"66","73","63"
"CHM00056187","WENJIANG, CH","2008-09-30","0.00",,"68","74","63"
"CHM00056187","WENJIANG, CH","2008-10-01","0.00",,"69","76","65"
"CHM00056187","WENJIANG, CH","2008-10-02","0.00",,"69","73","66"
"CHM00056187","WENJIANG, CH","2008-10-03","0.15",,"70","77","66"
"CHM00056187","WENJIANG, CH","2008-10-04","0.00",,"72","80","66"
"CHM00056187","WENJIANG, CH","2008-10-05","0.52",,"71","81","65"
"CHM00056187","WENJIANG, CH","2008-10-06","0.00",,"70","80","64"
"CHM00056187","WENJIANG, CH","2008-10-07","0.03",,"66","71","64"
"CHM00056187","WENJIANG, CH","2008-10-08","0.18",,"67","79","60"
"CHM00056187","WENJIANG, CH","2008-10-09","0.00",,"65","70","63"
"CHM00056187","WENJIANG, CH","2008-10-10","0.00",,"65","73","62"
"CHM00056187","WENJIANG, CH","2008-10-11","0.00",,"65","72","60"
"CHM00056187","WENJIANG, CH","2008-10-12","0.09",,"64","70","61"
"CHM00056187","WENJIANG, CH","2008-10-13","0.00",,"66","75","60"
"CHM00056187","WENJIANG, CH","2008-10-14","0.00",,"66","74","62"
"CHM00056187","WENJIANG, CH","2008-10-15","0.00",,"68","76","64"
"CHM00056187","WENJIANG, CH","2008-10-16","0.00",,"69","77","62"
"CHM00056187","WENJIANG, CH","2008-10-17","0.00",,"68","71","66"
"CHM00056187","WENJIANG, CH","2008-10-18","0.04",,"65","69","63"
"CHM00056187","WENJIANG, CH","2008-10-19","0.02",,"62","67","59"
"CHM00056187","WENJIANG, CH","2008-10-20","0.01",,"62","65","60"
"CHM00056187","WENJIANG, CH","2008-10-21","0.01",,"63","69","57"
"CHM00056187","WENJIANG, CH","2008-10-22","0.49",,"63","73","58"
"CHM00056187","WENJIANG, CH","2008-10-23","0.12",,"62","72","54"
"CHM00056187","WENJIANG, CH","2008-10-24","0.00",,"61","66","59"
"CHM00056187","WENJIANG, CH","2008-10-25","0.00",,"59","63","57"
"CHM00056187","WENJIANG, CH","2008-10-26","0.03",,"60","65","56"
"CHM00056187","WENJIANG, CH","2008-10-27","0.19",,"57","61","56"
"CHM00056187","WENJIANG, CH","2008-10-28","0.10",,"58","61","55"
"CHM00056187","WENJIANG, CH","2008-10-29","0.15",,"60","64","57"
"CHM00056187","WENJIANG, CH","2008-10-30","0.19",,"59","62","58"
"CHM00056187","WENJIANG, CH","2008-10-31","0.00",,"62","71","58"
"CHM00056187","WENJIANG, CH","2008-11-01","0.00",,"63","69","60"
"CHM00056187","WENJIANG, CH","2008-11-02","0.00",,"62","70","52"
"CHM00056187","WENJIANG, CH","2008-11-03","0.13",,"61","64","60"
"CHM00056187","WENJIANG, CH","2008-11-04","0.25",,"60","60","59"
"CHM00056187","WENJIANG, CH","2008-11-05","0.41",,"59","63","57"
"CHM00056187","WENJIANG, CH","2008-11-06","0.00",,"58","64","54"
"CHM00056187","WENJIANG, CH","2008-11-07","0.00",,"56","69","46"
"CHM00056187","WENJIANG, CH","2008-11-08","0.00",,"57","65","51"
"CHM00056187","WENJIANG, CH","2008-11-09","0.00",,"58","69","52"
"CHM00056187","WENJIANG, CH","2008-11-10","0.00",,"59","62","55"
"CHM00056187","WENJIANG, CH","2008-11-11","0.06",,"57","59","56"
"CHM00056187","WENJIANG, CH","2008-11-12","0.00",,"56","59","55"
"CHM00056187","WENJIANG, CH","2008-11-13","0.00",,"56","59","54"
"CHM00056187","WENJIANG, CH","2008-11-14","0.00",,"53","56","52"
"CHM00056187","WENJIANG, CH","2008-11-15","0.00",,"56","63","53"
"CHM00056187","WENJIANG, CH","2008-11-16","0.00",,"56","62","52"
"CHM00056187","WENJIANG, CH","2008-11-17","0.00",,"54","60","52"
"CHM00056187","WENJIANG, CH","2008-11-18","0.00",,"52","54","50"
"CHM00056187","WENJIANG, CH","2008-11-19","0.00",,"51","58","47"
"CHM00056187","WENJIANG, CH","2008-11-20","0.02",,"49","53","47"
"CHM00056187","WENJIANG, CH","2008-11-21","0.01",,"48","49","47"
"CHM00056187","WENJIANG, CH","2008-11-22","0.02",,"49","55","45"
"CHM00056187","WENJIANG, CH","2008-11-23","0.00",,"51","61","43"
"CHM00056187","WENJIANG, CH","2008-11-24","0.00",,"51","54","49"
"CHM00056187","WENJIANG, CH","2008-11-25","0.00",,"50","59","44"
"CHM00056187","WENJIANG, CH","2008-11-26","0.00",,"47","58","39"
"CHM00056187","WENJIANG, CH","2008-11-27","0.00",,"48","57","44"
"CHM00056187","WENJIANG, CH","2008-11-28","0.00",,"48","56","41"
"CHM00056187","WENJIANG, CH","2008-11-29","0.00",,"46","62","35"
"CHM00056187","WENJIANG, CH","2008-11-30","0.00",,"46","62","35"
"CHM00056187","WENJIANG, CH","2008-12-01","0.00",,"47","58","40"
"CHM00056187","WENJIANG, CH","2008-12-02","0.00",,"48","56","40"
"CHM00056187","WENJIANG, CH","2008-12-03","0.00",,"53","62","48"
"CHM00056187","WENJIANG, CH","2008-12-04","0.00",,"48","56","44"
"CHM00056187","WENJIANG, CH","2008-12-05","0.00",,"46","49","43"
"CHM00056187","WENJIANG, CH","2008-12-06","0.00",,"45","49","43"
"CHM00056187","WENJIANG, CH","2008-12-07","0.00",,"46","51","42"
"CHM00056187","WENJIANG, CH","2008-12-08","0.00",,"42","53","35"
"CHM00056187","WENJIANG, CH","2008-12-09","0.00",,"43","47","38"
"CHM00056187","WENJIANG, CH","2008-12-10","0.00",,"46","57","38"
"CHM00056187","WENJIANG, CH","2008-12-11","0.00",,"41","47","34"
"CHM00056187","WENJIANG, CH","2008-12-12","0.00",,"47","53","40"
"CHM00056187","WENJIANG, CH","2008-12-13","0.00",,"50","60","44"
"CHM00056187","WENJIANG, CH","2008-12-14","0.00",,"49","57","44"
"CHM00056187","WENJIANG, CH","2008-12-15","0.00",,"48","53","44"
"CHM00056187","WENJIANG, CH","2008-12-16","0.00",,"45","56","38"
"CHM00056187","WENJIANG, CH","2008-12-17","0.00",,"52","58","45"
"CHM00056187","WENJIANG, CH","2008-12-18","0.00",,"51","56","49"
"CHM00056187","WENJIANG, CH","2008-12-19","0.00",,"47","57","39"
"CHM00056187","WENJIANG, CH","2008-12-20","0.00",,"48","53","42"
"CHM00056187","WENJIANG, CH","2008-12-21","0.00",,"48","52","44"
"CHM00056187","WENJIANG, CH","2008-12-22","0.00",,"38","44","36"
"CHM00056187","WENJIANG, CH","2008-12-23","0.00",,"38","44","35"
"CHM00056187","WENJIANG, CH","2008-12-24","0.00",,"36","43","29"
"CHM00056187","WENJIANG, CH","2008-12-25","0.00",,"37","40","31"
"CHM00056187","WENJIANG, CH","2008-12-26","0.00",,"42","51","33"
"CHM00056187","WENJIANG, CH","2008-12-27","0.00",,"42","46","42"
"CHM00056187","WENJIANG, CH","2008-12-28","0.00",,"45","52","40"
"CHM00056187","WENJIANG, CH","2008-12-29","0.00",,"42","45","40"
"CHM00056187","WENJIANG, CH","2008-12-30","0.00",,"44","52","39"
"CHM00056187","WENJIANG, CH","2008-12-31","0.00",,"39","45","33"
"CHM00056187","WENJIANG, CH","2009-01-01","0.09",,"41","43","40"
"CHM00056187","WENJIANG, CH","2009-01-02","0.19",,"40","41","40"
"CHM00056187","WENJIANG, CH","2009-01-03","0.02",,"41","44","39"
"CHM00056187","WENJIANG, CH","2009-01-04","0.02",,"42","44","40"
"CHM00056187","WENJIANG, CH","2009-01-05","0.04",,"43","47","40"
"CHM00056187","WENJIANG, CH","2009-01-06","0.00",,"43","46","40"
"CHM00056187","WENJIANG, CH","2009-01-07","0.00",,"41","49","35"
"CHM00056187","WENJIANG, CH","2009-01-08","0.00",,"43","51","38"
"CHM00056187","WENJIANG, CH","2009-01-09","0.00",,"40","54","31"
"CHM00056187","WENJIANG, CH","2009-01-10","0.00",,"42","50","36"
"CHM00056187","WENJIANG, CH","2009-01-11","0.00",,"44","49","37"
"CHM00056187","WENJIANG, CH","2009-01-12","0.00",,"46","52","43"
"CHM00056187","WENJIANG, CH","2009-01-13","0.00",,"41","47","37"
"CHM00056187","WENJIANG, CH","2009-01-14","0.00",,"40","51","30"
"CHM00056187","WENJIANG, CH","2009-01-15","0.00",,"39","50","31"
"CHM00056187","WENJIANG, CH","2009-01-16","0.00",,"42","46","38"
"CHM00056187","WENJIANG, CH","2009-01-17","0.00",,"45","51","42"
"CHM00056187","WENJIANG, CH","2009-01-18","0.00",,"42","47","37"
"CHM00056187","WENJIANG, CH","2009-01-19","0.00",,"43","49","38"
"CHM00056187","WENJIANG, CH","2009-01-20","0.00",,"47","52","44"
"CHM00056187","WENJIANG, CH","2009-01-21","0.00",,"48","58","42"
"CHM00056187","WENJIANG, CH","2009-01-22","0.00",,"42","51","31"
"CHM00056187","WENJIANG, CH","2009-01-23","0.00",,"43","48","39"
"CHM00056187","WENJIANG, CH","2009-01-24","0.00",,"40","45","36"
"CHM00056187","WENJIANG, CH","2009-01-25","0.00",,"39","43","36"
"CHM00056187","WENJIANG, CH","2009-01-26","0.11",,"39","47","33"
"CHM00056187","WENJIANG, CH","2009-01-27","0.00",,"38","43","32"
"CHM00056187","WENJIANG, CH","2009-01-28","0.00",,"41","47","38"
"CHM00056187","WENJIANG, CH","2009-01-29","0.00",,"44","59","32"
"CHM00056187","WENJIANG, CH","2009-01-30","0.00",,"45","53","41"
"CHM00056187","WENJIANG, CH","2009-01-31","0.00",,"47","50","44"
"CHM00056187","WENJIANG, CH","2009-02-01","0.02",,"47","48","46"
"CHM00056187","WENJIANG, CH","2009-02-02","0.02",,"46","55","36"
"CHM00056187","WENJIANG, CH","2009-02-03","0.06",,"51","58","46"
"CHM00056187","WENJIANG, CH","2009-02-04","0.00",,"51","57","45"
"CHM00056187","WENJIANG, CH","2009-02-05","0.00",,"51","56","49"
"CHM00056187","WENJIANG, CH","2009-02-06","0.00",,"51","58","43"
"CHM00056187","WENJIANG, CH","2009-02-07","0.00",,"54","60","50"
"CHM00056187","WENJIANG, CH","2009-02-08","0.00",,"55","63","51"
"CHM00056187","WENJIANG, CH","2009-02-09","0.00",,"55","63","51"
"CHM00056187","WENJIANG, CH","2009-02-10","0.00",,"53","67","42"
"CHM00056187","WENJIANG, CH","2009-02-11","0.00",,"55","60","51"
"CHM00056187","WENJIANG, CH","2009-02-12","0.00",,"56","61","52"
"CHM00056187","WENJIANG, CH","2009-02-13","0.00",,"56","70","44"
"CHM00056187","WENJIANG, CH","2009-02-14","0.00",,"56","71","43"
"CHM00056187","WENJIANG, CH","2009-02-15","0.00",,"54","59","52"
"CHM00056187","WENJIANG, CH","2009-02-16","0.00",,"53","60","48"
"CHM00056187","WENJIANG, CH","2009-02-17","0.00",,"50","54","47"
"CHM00056187","WENJIANG, CH","2009-02-18","0.00",,"48","51","46"
"CHM00056187","WENJIANG, CH","2009-02-19","0.00",,"50","59","46"
"CHM00056187","WENJIANG, CH","2009-02-20","0.02",,"48","52","45"
"CHM00056187","WENJIANG, CH","2009-02-21","0.00",,"46","48","45"
"CHM00056187","WENJIANG, CH","2009-02-22","0.00",,"52","64","41"
"CHM00056187","WENJIANG, CH","2009-02-23","0.00",,"51","63","41"
"CHM00056187","WENJIANG, CH","2009-02-24","0.00",,"54","61","48"
"CHM00056187","WENJIANG, CH","2009-02-25","0.00",,"53","56","51"
"CHM00056187","WENJIANG, CH","2009-02-26","0.00",,"48","51","47"
"CHM00056187","WENJIANG, CH","2009-02-27","0.00",,"47","53","44"
"CHM00056187","WENJIANG, CH","2009-02-28","0.00",,"47","52","43"
"CHM00056187","WENJIANG, CH","2009-03-01","0.00",,"45","48","44"
"CHM00056187","WENJIANG, CH","2009-03-02","0.00",,"44","49","41"
"CHM00056187","WENJIANG, CH","2009-03-03","0.00",,"44","51","38"
"CHM00056187","WENJIANG, CH","2009-03-04","0.00",,"44","51","38"
"CHM00056187","WENJIANG, CH","2009-03-05","0.00",,"53","63","45"
"CHM00056187","WENJIANG, CH","2009-03-06","0.03",,"49","57","48"
"CHM00056187","WENJIANG, CH","2009-03-07","0.00",,"49","55","45"
"CHM00056187","WENJIANG, CH","2009-03-08","0.09",,"49","54","46"
"CHM00056187","WENJIANG, CH","2009-03-09","0.00",,"47","56","40"
"CHM00056187","WENJIANG, CH","2009-03-10","0.00",,"53","62","48"
"CHM00056187","WENJIANG, CH","2009-03-11","0.00",,"53","59","51"
"CHM00056187","WENJIANG, CH","2009-03-12","0.00",,"50","52","48"
"CHM00056187","WENJIANG, CH","2009-03-13","0.15",,"47","54","43"
"CHM00056187","WENJIANG, CH","2009-03-14","0.00",,"45","56","35"
"CHM00056187","WENJIANG, CH","2009-03-15","0.00",,"52","67","38"
"CHM00056187","WENJIANG, CH","2009-03-16","0.00",,"53","71","41"
"CHM00056187","WENJIANG, CH","2009-03-17","0.00",,"56","72","45"
"CHM00056187","WENJIANG, CH","2009-03-18","0.00",,"59","75","46"
"CHM00056187","WENJIANG, CH","2009-03-19","0.00",,"63","80","52"
"CHM00056187","WENJIANG, CH","2009-03-20","0.00",,"64","76","54"
"CHM00056187","WENJIANG, CH","2009-03-21","0.00",,"67","79","57"
"CHM00056187","WENJIANG, CH","2009-03-22","0.00",,"67","79","58"
"CHM00056187","WENJIANG, CH","2009-03-23","0.00",,"64","68","58"
"CHM00056187","WENJIANG, CH","2009-03-24","0.00",,"63","76","51"
"CHM00056187","WENJIANG, CH","2009-03-25","0.00",,"66","77","57"
"CHM00056187","WENJIANG, CH","2009-03-26","0.00",,"65","70","60"
"CHM00056187","WENJIANG, CH","2009-03-27","0.00",,"60","65","56"
"CHM00056187","WENJIANG, CH","2009-03-28","0.04",,"54","60","51"
"CHM00056187","WENJIANG, CH","2009-03-29","0.01",,"50","55","45"
"CHM00056187","WENJIANG, CH","2009-03-30","0.14",,"56","67","47"
"CHM00056187","WENJIANG, CH","2009-03-31","0.02",,"54","61","52"
"CHM00056187","WENJIANG, CH","2009-04-01","0.06",,"51","54","50"
"CHM00056187","WENJIANG, CH","2009-04-02","0.06",,"51","57","48"
"CHM00056187","WENJIANG, CH","2009-04-03","0.01",,"55","63","50"
"CHM00056187","WENJIANG, CH","2009-04-04","0.06",,"60","73","53"
"CHM00056187","WENJIANG, CH","2009-04-05","0.11",,"60","69","54"
"CHM00056187","WENJIANG, CH","2009-04-06","0.00",,"60","70","54"
"CHM00056187","WENJIANG, CH","2009-04-07","0.00",,"57","73","45"
"CHM00056187","WENJIANG, CH","2009-04-08","0.00",,"60","66","57"
"CHM00056187","WENJIANG, CH","2009-04-09","0.00",,"61","69","58"
"CHM00056187","WENJIANG, CH","2009-04-10","0.00",,"60","64","58"
"CHM00056187","WENJIANG, CH","2009-04-11","0.11",,"63","71","58"
"CHM00056187","WENJIANG, CH","2009-04-12","0.00",,"66","76","59"
"CHM00056187","WENJIANG, CH","2009-04-13","0.02",,"66","78","54"
"CHM00056187","WENJIANG, CH","2009-04-14","0.00",,"68","84","56"
"CHM00056187","WENJIANG, CH","2009-04-15","0.00",,"69","80","64"
"CHM00056187","WENJIANG, CH","2009-04-16","0.00",,"70","85","56"
"CHM00056187","WENJIANG, CH","2009-04-17","0.02",,"70","77","67"
"CHM00056187","WENJIANG, CH","2009-04-18","0.78",,"63","67","61"
